2.160184389221225274e+02,5.187479854660940859e+00
2.180406995654122682e+02,7.400735524048211111e+00
2.200630289823039050e+02,9.613923159721501577e+00
2.220854549333890873e+02,1.182702570031392675e+01
2.241080051792594645e+02,1.404002608445858513e+01
2.261307074805064872e+02,1.625290725078858145e+01
2.281535895977219752e+02,1.846565213793703464e+01
2.301766792914974360e+02,2.067824368453702988e+01
2.322000043224245758e+02,2.289066482922169143e+01
2.342235924510949303e+02,2.510289851062411515e+01
2.362474714381001775e+02,2.731492766737741107e+01
2.382716690440320519e+02,2.952673523811469281e+01
2.402962130294818621e+02,3.173830416146904554e+01
2.423211311550415985e+02,3.394961737607359709e+01
2.443464511813026547e+02,3.616065782056144684e+01
2.463722008688567087e+02,3.837140843356569064e+01
2.483984079782954666e+02,4.058185215371944565e+01
2.504251002702103790e+02,4.279197191965580060e+01
2.524523055051932090e+02,4.500175067000788687e+01
2.544800514438356061e+02,4.721117134340880739e+01
2.565083658467290775e+02,4.942021687849164380e+01
2.585372764744653296e+02,5.162887021388954167e+01
2.605668110876359833e+02,5.383711428823556844e+01
2.625969974468325745e+02,5.604493204016284835e+01
2.646278633126468662e+02,5.825230640830447726e+01
2.666594621920557984e+02,6.045919227466245616e+01
2.686921593631580549e+02,6.266520477462087513e+01
2.707265273304763014e+02,6.486973322253125218e+01
2.727631423362169016e+02,6.707216285967558633e+01
2.748025806225862766e+02,6.927187892733594765e+01
2.768454184317907902e+02,7.146826666679432094e+01
2.788922320060369771e+02,7.366071131933277627e+01
2.809435975875312579e+02,7.584859812623331266e+01
2.830000914184798830e+02,7.803131232877795753e+01
2.850622897410895007e+02,8.020823916824873834e+01
2.871307687975663043e+02,8.237876388592768251e+01
2.892061048301168853e+02,8.454227172309680327e+01
2.912888740809476076e+02,8.669814792103812806e+01
2.933796527922647215e+02,8.884577772103368432e+01
2.954790172062749321e+02,9.098454636436551368e+01
2.975875435651845464e+02,9.311383909231562939e+01
2.997058081111998717e+02,9.523304114616601623e+01
3.018343870865273857e+02,9.734153776719873008e+01
3.039738567333736796e+02,9.943871419669586942e+01
3.061247932939449470e+02,1.015239556759393338e+02
3.082877730104477223e+02,1.035966474462112501e+02
3.104633721250883696e+02,1.056561747487935321e+02
3.126521668800732527e+02,1.077019228249683209e+02
3.148547335176089632e+02,1.097332769160175729e+02
3.170716443570988190e+02,1.117496251759932164e+02
3.193031935083165536e+02,1.137505623358868974e+02
3.215492172323497471e+02,1.157360230896907183e+02
3.238095091205146332e+02,1.177059738146665353e+02
3.260838627641276162e+02,1.196603808880761477e+02
3.283720717545050434e+02,1.215992106871814116e+02
3.306739296829632053e+02,1.235224295892441120e+02
3.329892301408184494e+02,1.254300039715260624e+02
3.353177667193870661e+02,1.273219002112891474e+02
3.376593330099855734e+02,1.291980846857951803e+02
3.400137226039302050e+02,1.310585237723059606e+02
3.423807290925372513e+02,1.329031838480833301e+02
3.447601460671230598e+02,1.347320312903891022e+02
3.471517671190041483e+02,1.365450324764851189e+02
3.495553858394966937e+02,1.383421537836331936e+02
3.519707958199169298e+02,1.401233615890951398e+02
3.543977906515814880e+02,1.418886222701328563e+02
3.568361639258066589e+02,1.436379022040080997e+02
3.592857092339085625e+02,1.453711677679826835e+02
3.617462201672036031e+02,1.470883853393185063e+02
3.642174903170084690e+02,1.487895212952773818e+02
3.666993132746391097e+02,1.504745420131210381e+02
3.691914826314118727e+02,1.521434138701113739e+02
3.716937919786433326e+02,1.537961032435102595e+02
3.742060349076497232e+02,1.554325765105794517e+02
3.767279723803490583e+02,1.570529131069478410e+02
3.792592210562747255e+02,1.586576924649603200e+02
3.817993577168031152e+02,1.602476321917210385e+02
3.843479591419591657e+02,1.618234498990188683e+02
3.869046021117675309e+02,1.633858631986425394e+02
3.894688634062530355e+02,1.649355897023807245e+02
3.920403198054403333e+02,1.664733470220222102e+02
3.946185480893541353e+02,1.679998527693557264e+02
3.972031250380190954e+02,1.695158245561700312e+02
3.997936274314601519e+02,1.710219799942538259e+02
4.023896320497016745e+02,1.725190366953958119e+02
4.049907156727687152e+02,1.740077122713848325e+02
4.075964550806858711e+02,1.754887243340095608e+02
4.102064270534778530e+02,1.769627904950587549e+02
4.128202083711694286e+02,1.784306283663211161e+02
4.154373758137852519e+02,1.798929555595853742e+02
4.180575061613500338e+02,1.813504896866403442e+02
4.206801761938885988e+02,1.828039483592747274e+02
4.233049626914256010e+02,1.842540491892772536e+02
4.259314424339858647e+02,1.857015097884366526e+02
4.285591922015938735e+02,1.871470477685416256e+02
4.311877887742746225e+02,1.885913807413809877e+02
4.338168089320527088e+02,1.900352263187434687e+02
4.364458294549526727e+02,1.914793021124177130e+02
4.390744223640282371e+02,1.929243267597992428e+02
4.417021379295131283e+02,1.943710235858056024e+02
4.443285202111082413e+02,1.958201172537874584e+02
4.469531132680377823e+02,1.972723324271982221e+02
4.495754611595253891e+02,1.987283937694912481e+02
4.521951079447948700e+02,2.001890259441199476e+02
4.548115976830702039e+02,2.016549536145376464e+02
4.574244744335754831e+02,2.031269014441978413e+02
4.600332822555345729e+02,2.046055940965538582e+02
4.626375652081712246e+02,2.060917562350591652e+02
4.652368673507095309e+02,2.075861125231670883e+02
4.678307327423732431e+02,2.090893876243310388e+02
4.704187054423862833e+02,2.106023062020043994e+02
4.730003295099725733e+02,2.121255929196405532e+02
4.755751490043562058e+02,2.136599724406929397e+02
4.781427079847609320e+02,2.152061694286149987e+02
