date,time,millis,ax,ay,az,rollrate,pitchrate,yawrate,roll,pitch,yaw,speed,course,latitude,longitude,altitude,pdop,hdop,vdop,epe,fix,satellites_view,satellites_used,temp
270614,113600200,1403868960397.9758,-0.3726,-1.1865,-9.9041,-0.0695,-0.5565,0.4869,6.6585,-1.7556,164.8875,0.86,352.16,51.039489,13.793053,142.21,2.45,1.33,2.05,4.32,3,8,8,34.96
270614,113600200,1403868960419.759,-0.2745,-1.1375,-9.9531,-0.2086,-0.3478,0.3478,6.6534,-1.7394,164.9112,0.86,352.24,51.039489,13.793053,142.21,2.45,1.33,2.05,4.32,3,8,8,34.96
270614,113600300,1403868960451.601,-0.2549,-1.1178,-9.9531,-0.1391,-0.5565,0.3478,6.4038,-1.6558,164.8571,0.86,352.24,51.039489,13.793053,142.21,2.45,1.33,2.05,4.32,3,8,8,34.96
270614,113600300,1403868960462.211,-0.2843,-1.0786,-9.9237,-0.1391,-0.4173,0.3478,6.3504,-1.7204,164.8184,0.86,352.24,51.039489,13.793053,142.21,2.45,1.33,2.05,4.32,3,8,8,34.96
270614,113600300,1403868960480.692,-0.3824,-1.1865,-9.806,-0.0695,-0.5565,0.4173,6.4394,-1.8198,164.7763,0.86,352.24,51.039489,13.793053,142.21,2.45,1.33,2.05,4.32,3,8,8,34.96
270614,113600300,1403868960498.7432,-0.3334,-1.1767,-9.9041,-0.1391,-0.4869,0.3478,6.6216,-1.7421,164.7717,0.86,352.24,51.039489,13.793053,142.21,2.45,1.33,2.05,4.32,3,8,8,34.96
270614,113600300,1403868960520.112,-0.3922,-1.1865,-9.8354,-0.0695,-0.626,0.3478,6.6014,-1.7964,164.7832,0.85,352.31,51.039489,13.793053,142.21,2.45,1.33,2.05,4.32,3,8,8,34.96
270614,113600400,1403868960541.6301,-0.2941,-1.1669,-9.9237,-0.2086,-0.4173,0.4173,6.5126,-1.7368,164.8151,0.85,352.31,51.039489,13.793053,142.21,2.45,1.33,2.05,4.32,3,8,8,34.96
270614,113600400,1403868960558.472,-0.2843,-1.1473,-9.9531,0.0,-0.4869,0.4173,6.6596,-1.6911,164.8637,0.85,352.31,51.039489,13.793053,142.21,2.45,1.33,2.05,4.32,3,8,8,34.96
270614,113600400,1403868960578.891,-0.2059,-1.1669,-9.9727,-0.0695,-0.4173,0.2782,6.6846,-1.6576,164.873,0.85,352.31,51.039489,13.793053,142.21,2.45,1.33,2.05,4.32,3,8,8,34.96
270614,113600400,1403868960598.0051,-0.353,-1.1276,-9.9433,-0.0695,-0.3478,0.2782,6.5431,-1.6939,164.8922,0.85,352.31,51.039489,13.793053,142.21,2.45,1.33,2.05,4.32,3,8,8,34.96
270614,113600400,1403868960619.763,-0.3039,-1.2257,-9.8746,-0.0695,-0.3478,0.2782,6.5945,-1.748,164.8925,0.85,352.38,51.039489,13.793053,142.21,2.45,1.33,2.05,4.32,3,8,8,34.96
270614,113600500,1403868960639.105,-0.3039,-1.1571,-9.9629,-0.2782,-0.626,0.4173,6.3189,-1.6906,164.81,0.85,352.38,51.03949,13.793053,142.21,2.45,1.33,2.05,4.32,3,8,8,34.96
270614,113600500,1403868960659.147,-0.3039,-1.1669,-9.9629,0.0,-0.4173,0.3478,6.3928,-1.6896,164.7689,0.85,352.38,51.03949,13.793053,142.21,2.45,1.33,2.05,4.32,3,8,8,34.96
270614,113600500,1403868960678.37,-0.2647,-1.1963,-9.9139,0.0695,-0.5565,0.2782,6.5367,-1.7368,164.7061,0.85,352.38,51.03949,13.793053,142.21,2.45,1.33,2.05,4.32,3,8,8,34.96
270614,113600500,1403868960698.67,-0.3726,-1.1375,-9.9923,-0.1391,-0.626,0.3478,6.6336,-1.8756,164.6933,0.85,352.38,51.03949,13.793053,142.21,2.45,1.33,2.05,4.32,3,8,8,34.96
270614,113600500,1403868960720.543,-0.3039,-1.1473,-9.9335,-0.1391,-0.5565,0.4173,6.6765,-1.8552,164.8072,0.85,352.45,51.03949,13.793053,142.21,2.45,1.33,2.05,4.32,3,8,8,34.96
270614,113600600,1403868960741.622,-0.2941,-1.1767,-9.9531,-0.2782,-0.5565,0.3478,6.7117,-1.8534,164.8922,0.85,352.45,51.03949,13.793053,142.21,2.45,1.33,2.05,4.33,3,8,8,34.96
270614,113600600,1403868960758.453,-0.3039,-1.1473,-9.9629,0.0,-0.3478,0.4869,6.7373,-1.8101,164.9641,0.85,352.45,51.03949,13.793053,142.21,2.45,1.33,2.05,4.33,3,8,8,34.96
270614,113600600,1403868960792.5562,-0.3726,-1.1767,-9.9727,-0.1391,-0.4869,0.3478,6.5279,-1.8269,165.0509,0.85,352.45,51.03949,13.793053,142.21,2.45,1.33,2.05,4.33,3,8,8,34.96
270614,113600600,1403868960805.6382,-0.2843,-1.1571,-9.9041,-0.2782,-0.4173,0.3478,6.5807,-1.6543,165.1328,0.85,352.45,51.03949,13.793053,142.21,2.45,1.33,2.05,4.33,3,8,8,34.96
270614,113600600,1403868960820.6501,-0.3039,-1.1473,-9.9335,-0.1391,-0.626,0.626,6.6479,-1.7358,165.2045,0.85,352.51,51.03949,13.793053,142.21,2.45,1.33,2.05,4.33,3,8,8,34.96
270614,113600700,1403868960841.737,-0.2451,-1.1669,-9.8943,0.0695,-0.4869,0.5565,6.6198,-1.5013,165.2643,0.85,352.51,51.03949,13.793052,142.21,2.45,1.33,2.05,4.33,3,8,8,34.96
270614,113600700,1403868960859.168,-0.3334,-1.1178,-9.8158,-0.0695,-0.6956,0.4173,6.6025,-1.7617,165.3229,0.85,352.51,51.03949,13.793052,142.21,2.45,1.33,2.05,4.33,3,8,8,34.96
270614,113600700,1403868960879.1658,-0.3334,-1.0786,-9.8746,0.0,-0.4869,0.3478,6.494,-1.7472,165.3632,0.85,352.51,51.03949,13.793052,142.21,2.45,1.33,2.05,4.33,3,8,8,34.96
270614,113600700,1403868960911.898,-0.3137,-1.1276,-9.9139,-0.2782,-0.626,0.3478,6.4259,-1.6384,165.315,0.85,352.51,51.03949,13.793052,142.21,2.45,1.33,2.05,4.33,3,8,8,34.96
270614,113600700,1403868960928.278,-0.2843,-1.1767,-9.8844,-0.1391,-0.4173,0.2086,6.3043,-1.5207,165.1021,0.85,352.51,51.03949,13.793052,142.21,2.45,1.33,2.05,4.33,3,8,8,34.96
270614,113600800,1403868960951.021,-0.2451,-1.1767,-9.9531,-0.1391,-0.4869,0.2782,6.2303,-1.7244,164.8964,0.85,352.57,51.03949,13.793052,142.21,2.45,1.33,2.05,4.33,3,8,8,34.96
270614,113600800,1403868960961.675,-0.3334,-1.1963,-9.9335,-0.2086,-0.5565,0.3478,6.32,-1.6047,164.7219,0.85,352.57,51.03949,13.793052,142.21,2.45,1.33,2.05,4.33,3,8,8,34.96
270614,113600800,1403868960978.7349,-0.2843,-1.1375,-9.9629,-0.1391,-0.4173,0.2782,6.6301,-1.8292,164.7455,0.85,352.57,51.03949,13.793052,142.21,2.45,1.33,2.05,4.33,3,8,8,34.96
270614,113600800,1403868961001.657,-0.3235,-1.2159,-9.8746,-0.1391,-0.626,0.4173,6.6296,-1.7568,164.7185,0.85,352.57,51.03949,13.793052,142.21,2.45,1.33,2.05,4.33,3,8,8,34.96
270614,113600800,1403868961019.603,-0.3628,-1.1473,-9.9139,-0.1391,-0.5565,0.4173,6.5354,-1.6844,164.7047,0.85,352.57,51.03949,13.793052,142.21,2.45,1.33,2.05,4.33,3,8,8,34.96
270614,113600900,1403868961042.383,-0.2549,-1.1375,-9.9629,-0.0695,-0.4869,0.626,6.5878,-1.7065,164.7234,0.84,352.62,51.039491,13.793052,142.21,2.45,1.33,2.05,4.33,3,8,8,34.96
270614,113600900,1403868961059.205,-0.2451,-1.1865,-9.9237,-0.2782,-0.4869,0.3478,6.7616,-1.829,164.7753,0.84,352.62,51.039491,13.793052,142.21,2.45,1.33,2.05,4.33,3,8,8,34.96
270614,113600900,1403868961080.2551,-0.3726,-1.0884,-9.9629,-0.1391,-0.5565,0.4869,6.5262,-1.8752,164.7873,0.84,352.62,51.039491,13.793052,142.21,2.45,1.33,2.05,4.33,3,8,8,34.96
270614,113600900,1403868961098.827,-0.3137,-1.1669,-9.8256,-0.0695,-0.5565,0.4869,6.6186,-1.6645,164.8188,0.84,352.62,51.039491,13.793052,142.21,2.45,1.33,2.05,4.33,3,8,8,34.96
270614,113600900,1403868961120.2249,-0.3334,-1.1767,-9.9531,-0.2086,-0.4869,0.5565,6.5583,-1.6695,164.8075,0.84,352.62,51.039491,13.793052,142.21,2.45,1.33,2.05,4.33,3,8,8,34.96
270614,113601000,1403868961141.0488,-0.2157,-1.2061,-9.8943,-0.0695,-0.5565,0.2782,6.6468,-1.6925,164.7808,0.84,352.68,51.039491,13.793052,142.21,2.45,1.33,2.05,4.34,3,8,8,34.96
270614,113601000,1403868961158.463,-0.3726,-1.059,-9.9433,-0.2782,-0.5565,0.3478,6.5429,-1.7439,164.766,0.84,352.68,51.039491,13.793052,142.21,2.45,1.33,2.05,4.34,3,8,8,34.96
270614,113601000,1403868961179.768,-0.2745,-1.1473,-9.9825,-0.2782,-0.5565,0.3478,6.4463,-1.6935,164.7525,0.84,352.68,51.039491,13.793052,142.21,2.45,1.33,2.05,4.34,3,8,8,34.96
270614,113601000,1403868961199.23,-0.2157,-1.0688,-9.9531,-0.0695,-0.3478,0.2782,6.4492,-1.6836,164.764,0.84,352.68,51.039491,13.793052,142.21,2.45,1.33,2.05,4.34,3,8,8,34.96
270614,113601000,1403868961218.262,-0.2549,-1.1473,-9.8158,-0.2086,-0.4869,0.1391,6.5185,-1.5979,164.7679,0.84,352.68,51.039491,13.793052,142.21,2.45,1.33,2.05,4.34,3,8,8,34.96
270614,113601100,1403868961251.8179,-0.3235,-1.0786,-9.8354,-0.2086,-0.4173,0.2782,6.4126,-1.7595,164.737,0.84,352.73,51.039491,13.793052,142.21,2.45,1.33,2.05,4.34,3,8,8,34.96
270614,113601100,1403868961271.138,-0.3137,-1.1963,-9.8746,-0.0695,-0.4869,0.3478,6.4594,-1.6539,164.6886,0.84,352.73,51.039491,13.793052,142.21,2.45,1.33,2.05,4.34,3,8,8,34.96
270614,113601100,1403868961294.403,-0.3039,-1.1276,-9.9433,-0.2086,-0.5565,0.4173,6.5288,-1.7093,164.6387,0.84,352.73,51.039491,13.793052,142.21,2.45,1.33,2.05,4.34,3,8,8,34.96
270614,113601100,1403868961314.835,-0.3628,-1.1276,-9.9237,-0.4173,-0.5565,0.3478,6.3882,-1.8653,164.5998,0.84,352.73,51.039491,13.793052,142.21,2.45,1.33,2.05,4.34,3,8,8,34.96
270614,113601100,1403868961339.525,-0.3628,-1.1767,-9.806,-0.1391,-0.3478,0.2782,6.4188,-1.7305,164.5195,0.84,352.73,51.039491,13.793052,142.21,2.45,1.33,2.05,4.34,3,8,8,34.96
270614,113601200,1403868961351.705,-0.3628,-1.2159,-9.8256,-0.2086,-0.4173,0.3478,6.5649,-1.8125,164.442,0.84,352.77,51.039491,13.793052,142.21,2.45,1.33,2.05,4.34,3,8,8,34.96
270614,113601200,1403868961370.992,-0.3432,-1.1571,-9.8943,-0.0695,-0.4869,0.4869,6.4541,-1.7889,164.3639,0.84,352.77,51.039491,13.793052,142.21,2.45,1.33,2.05,4.34,3,8,8,34.96
270614,113601200,1403868961392.008,-0.2647,-1.108,-9.9335,-0.1391,-0.626,0.4173,6.6181,-1.7751,164.393,0.84,352.77,51.039491,13.793052,142.21,2.45,1.33,2.05,4.34,3,8,8,34.96
270614,113601200,1403868961414.638,-0.2549,-1.1473,-9.9041,-0.2086,-0.5565,0.3478,6.6546,-1.6638,164.4643,0.84,352.77,51.039491,13.793052,142.21,2.45,1.33,2.05,4.34,3,8,8,34.96
270614,113601200,1403868961431.077,-0.2843,-1.1276,-9.9727,-0.4173,-0.4869,0.3478,6.5329,-1.6113,164.5087,0.84,352.77,51.039491,13.793052,142.21,2.45,1.33,2.05,4.34,3,8,8,34.96
270614,113601300,1403868961454.5269,-0.353,-1.0786,-9.8844,-0.2086,-0.626,0.3478,6.6026,-1.8857,164.5989,0.84,352.81,51.039491,13.793052,142.21,2.44,1.33,2.05,4.35,3,8,8,34.96
270614,113601300,1403868961473.939,-0.2451,-1.059,-9.8746,0.0,-0.4869,0.4869,6.689,-1.6093,164.7575,0.84,352.81,51.039491,13.793052,142.21,2.44,1.33,2.05,4.35,3,8,8,34.96
270614,113601300,1403868961491.468,-0.3628,-1.1669,-9.8452,-0.1391,-0.4869,0.3478,6.68,-1.8404,164.8573,0.84,352.81,51.039491,13.793052,142.21,2.44,1.33,2.05,4.35,3,8,8,34.96
270614,113601300,1403868961511.534,-0.2549,-1.059,-9.9629,0.0,-0.5565,0.4173,6.6995,-1.8417,164.9476,0.84,352.81,51.039491,13.793052,142.21,2.44,1.33,2.05,4.35,3,8,8,34.96
270614,113601300,1403868961531.019,-0.3432,-1.1276,-9.9041,-0.3478,-0.4173,0.3478,6.6214,-1.8749,164.9472,0.84,352.81,51.039491,13.793052,142.21,2.44,1.33,2.05,4.35,3,8,8,34.96
270614,113601400,1403868961555.144,-0.2157,-1.1276,-9.9237,-0.1391,-0.4173,0.4869,6.4744,-1.6883,164.959,0.84,352.8399,51.039492,13.793052,142.21,2.45,1.33,2.05,4.35,3,8,8,34.96
270614,113601400,1403868961578.279,-0.2451,-1.2355,-9.9041,-0.1391,-0.3478,0.4173,6.5626,-1.7339,164.9892,0.84,352.8399,51.039492,13.793052,142.21,2.45,1.33,2.05,4.35,3,8,8,34.96
270614,113601400,1403868961591.48,-0.2451,-1.0786,-9.9923,-0.3478,-0.5565,0.2086,6.4328,-1.6739,164.9814,0.84,352.8399,51.039492,13.793052,142.21,2.45,1.33,2.05,4.35,3,8,8,34.96
270614,113601400,1403868961611.5042,-0.2941,-1.1178,-9.8452,-0.2782,-0.6956,0.4173,6.4533,-1.7974,164.9283,0.84,352.8399,51.039492,13.793052,142.21,2.45,1.33,2.05,4.35,3,8,8,34.96
270614,113601400,1403868961623.1501,-0.3039,-1.1473,-9.8746,-0.1391,-0.4173,0.3478,6.4311,-1.836,164.9128,0.84,352.8399,51.039492,13.793052,142.21,2.45,1.33,2.05,4.35,3,8,8,34.96
270614,113601500,1403868961642.963,-0.3334,-1.1669,-9.8746,-0.2782,-0.7652,0.2086,6.461,-1.6991,164.9073,0.84,352.87,51.039492,13.793052,142.21,2.45,1.33,2.05,4.35,3,8,8,34.96
270614,113601500,1403868961659.214,-0.2647,-1.0884,-9.8844,-0.2782,-0.4173,0.2086,6.4508,-1.7643,164.8794,0.84,352.87,51.039492,13.793052,142.21,2.45,1.33,2.05,4.35,3,8,8,34.96
270614,113601500,1403868961679.046,-0.3235,-1.108,-9.8943,0.0,-0.3478,0.3478,6.4871,-1.7927,164.8497,0.84,352.87,51.039492,13.793052,142.21,2.45,1.33,2.05,4.35,3,8,8,34.96
270614,113601500,1403868961699.875,-0.2941,-1.108,-9.8943,-0.2086,-0.5565,0.4173,6.4581,-1.6982,164.8165,0.84,352.87,51.039492,13.793052,142.21,2.45,1.33,2.05,4.35,3,8,8,34.96
270614,113601500,1403868961718.8398,-0.2941,-1.1669,-9.806,-0.2086,-0.3478,0.3478,6.4743,-1.764,164.8024,0.84,352.87,51.039492,13.793052,142.21,2.45,1.33,2.05,4.35,3,8,8,34.96
270614,113601600,1403868961758.157,-0.2745,-1.2355,-9.9041,-0.2086,-0.5565,0.4173,6.5484,-1.7401,164.7596,0.84,352.89,51.039492,13.793052,142.21,2.45,1.33,2.05,4.35,3,8,8,34.96
270614,113601600,1403868961770.9429,-0.2843,-1.1473,-9.9139,-0.2782,-0.5565,0.3478,6.3927,-1.5897,164.7433,0.84,352.89,51.039492,13.793052,142.21,2.45,1.33,2.05,4.35,3,8,8,34.96
270614,113601600,1403868961782.6208,-0.3039,-1.1276,-9.9041,-0.2086,-0.5565,0.4173,6.2956,-1.6457,164.6931,0.84,352.89,51.039492,13.793052,142.21,2.45,1.33,2.05,4.35,3,8,8,34.96
270614,113601600,1403868961799.925,-0.3137,-1.1473,-9.8746,0.0,-0.4869,0.2086,6.4129,-1.5993,164.5898,0.84,352.89,51.039492,13.793052,142.21,2.45,1.33,2.05,4.35,3,8,8,34.96
270614,113601600,1403868961819.1172,-0.3334,-1.1767,-9.8746,-0.1391,-0.4173,0.5565,6.4007,-1.7236,164.4905,0.84,352.89,51.039492,13.793052,142.21,2.45,1.33,2.05,4.35,3,8,8,34.96
270614,113601700,1403868961852.8508,-0.3137,-1.1963,-9.9237,-0.2086,-0.626,0.3478,6.4727,-1.614,164.3764,0.84,352.91,51.039492,13.793052,142.21,2.45,1.33,2.05,4.36,3,8,8,34.96
270614,113601700,1403868961871.137,-0.353,-1.2257,-9.9433,0.0,-0.4869,0.3478,6.4586,-1.7798,164.3405,0.84,352.91,51.039492,13.793052,142.21,2.45,1.33,2.05,4.36,3,8,8,34.96
270614,113601700,1403868961887.936,-0.2745,-1.0492,-9.8844,-0.1391,-0.3478,0.3478,6.3737,-1.7837,164.3262,0.84,352.91,51.039492,13.793052,142.21,2.45,1.33,2.05,4.36,3,8,8,34.96
270614,113601700,1403868961900.727,-0.3432,-1.1865,-9.806,0.0695,-0.4173,0.4173,6.5235,-1.8067,164.3201,0.84,352.91,51.039492,13.793052,142.21,2.45,1.33,2.05,4.36,3,8,8,34.96
270614,113601700,1403868961918.951,-0.2941,-1.108,-9.9335,-0.1391,-0.4869,0.4173,6.3299,-1.7475,164.1923,0.84,352.91,51.039492,13.793052,142.21,2.45,1.33,2.05,4.36,3,8,8,34.96
270614,113601800,1403868961954.198,-0.2745,-1.1865,-9.9139,-0.2782,-0.4173,0.4173,6.3622,-1.6606,164.0806,0.84,352.93,51.039492,13.793052,142.21,2.45,1.33,2.05,4.36,3,8,8,34.96
270614,113601800,1403868961972.585,-0.2255,-1.1375,-9.8648,-0.2086,-0.5565,0.4173,6.3463,-1.6556,163.9678,0.84,352.93,51.039492,13.793052,142.21,2.45,1.33,2.05,4.36,3,8,8,34.96
270614,113601800,1403868961988.979,-0.3334,-1.1963,-9.9237,-0.1391,-0.4173,0.1391,6.3756,-1.7365,163.9122,0.84,352.93,51.039492,13.793052,142.21,2.45,1.33,2.05,4.36,3,8,8,34.96
270614,113601800,1403868962002.043,-0.2451,-1.1669,-9.8844,0.0695,-0.4869,0.3478,6.6564,-1.7225,164.116,0.84,352.93,51.039492,13.793052,142.21,2.45,1.33,2.05,4.36,3,8,8,34.96
270614,113601800,1403868962018.708,-0.2353,-1.1669,-9.9335,-0.2782,-0.4869,0.4173,6.6139,-1.7275,164.2359,0.84,352.93,51.039492,13.793052,142.21,2.45,1.33,2.05,4.36,3,8,8,34.96
270614,113601900,1403868962040.47,-0.2157,-1.1865,-9.9335,0.0,-0.5565,0.3478,6.7265,-1.6855,164.3443,0.84,352.94,51.039492,13.793052,142.21,2.45,1.33,2.05,4.36,3,8,8,34.96
270614,113601900,1403868962058.2349,-0.2353,-1.0688,-9.9629,0.0,-0.3478,0.4173,6.4665,-1.6519,164.2345,0.84,352.94,51.039493,13.793052,142.21,2.45,1.33,2.05,4.36,3,8,8,34.96
270614,113601900,1403868962078.414,-0.3137,-1.0688,-9.9041,0.0,-0.4173,0.5565,6.38,-1.6858,164.1645,0.84,352.94,51.039493,13.793052,142.21,2.45,1.33,2.05,4.36,3,8,8,34.96
270614,113601900,1403868962100.311,-0.2451,-1.1571,-9.9727,0.0,-0.626,0.4173,6.244,-1.7111,164.1101,0.84,352.94,51.039493,13.793052,142.21,2.45,1.33,2.05,4.36,3,8,8,34.96
270614,113601900,1403868962119.202,-0.3039,-1.108,-9.9629,-0.1391,-0.4869,0.2086,6.4031,-1.663,164.0999,0.84,352.94,51.039493,13.793052,142.21,2.45,1.33,2.05,4.36,3,8,8,34.96
270614,113602000,1403868962140.789,-0.2451,-1.1473,-9.9139,-0.0695,-0.5565,0.5565,6.4392,-1.7289,164.0789,0.84,352.95,51.039493,13.793052,142.21,2.45,1.33,2.05,4.36,3,8,8,34.96
270614,113602000,1403868962158.804,-0.3432,-1.0982,-9.9923,-0.3478,-0.626,0.2782,6.3818,-1.7569,164.0551,0.84,352.95,51.039493,13.793052,142.21,1.45,1.14,0.89,4.36,3,8,8,34.96
270614,113602000,1403868962179.121,-0.3137,-1.108,-9.9727,-0.2086,-0.5565,0.4173,6.4657,-1.7365,164.027,0.84,352.95,51.039493,13.793052,142.21,1.45,1.14,0.89,4.36,3,8,8,34.96
270614,113602000,1403868962202.758,-0.2843,-1.1669,-9.9433,-0.1391,-0.5565,0.3478,6.5112,-1.7752,164.0136,0.84,352.95,51.039493,13.793052,142.21,1.45,1.14,0.89,4.36,3,8,8,34.96
270614,113602000,1403868962218.689,-0.3922,-1.1375,-9.8746,-0.0695,-0.4869,0.2782,6.4119,-1.833,163.9767,0.84,352.95,51.039493,13.793052,142.21,1.45,1.14,0.89,4.36,3,8,8,34.97
270614,113602100,1403868962250.69,-0.3824,-1.0982,-9.8354,-0.1391,-0.4869,0.3478,6.3906,-1.7698,163.9591,0.84,352.95,51.039493,13.793052,142.21,1.45,1.14,0.89,4.36,3,8,8,34.97
270614,113602100,1403868962271.793,-0.3039,-1.0982,-10.0119,-0.2782,-0.4173,0.1391,6.48,-1.7759,164.0713,0.84,352.95,51.039493,13.793052,142.21,2.45,1.33,2.05,4.37,3,8,8,34.97
270614,113602100,1403868962291.007,-0.2353,-1.1276,-9.8844,-0.1391,-0.5565,0.2086,6.6272,-1.6739,164.2192,0.84,352.95,51.039493,13.793052,142.21,2.45,1.33,2.05,4.37,3,8,8,34.97
270614,113602100,1403868962303.48,-0.3137,-1.0786,-9.8844,-0.0695,-0.4869,0.3478,6.6441,-1.801,164.3088,0.84,352.95,51.039493,13.793052,142.21,2.45,1.33,2.05,4.37,3,8,8,34.97
270614,113602100,1403868962319.22,-0.3432,-1.0786,-9.855,-0.1391,-0.4869,0.4173,6.6044,-1.6968,164.3674,0.84,352.95,51.039493,13.793052,142.21,2.45,1.33,2.05,4.37,3,8,8,34.97
270614,113602200,1403868962344.77,-0.2647,-1.1178,-9.9531,-0.1391,-0.5565,0.2086,6.5233,-1.6822,164.3676,0.84,352.95,51.039493,13.793052,142.21,2.45,1.33,2.05,4.37,3,8,8,34.97
270614,113602200,1403868962358.8108,-0.2353,-1.0786,-9.9041,-0.4173,-0.626,0.2086,6.535,-1.7164,164.3663,0.84,352.95,51.039493,13.793052,142.21,2.45,1.33,2.05,4.37,3,8,8,34.97
270614,113602200,1403868962379.096,-0.2941,-1.1178,-9.8844,-0.1391,-0.4869,0.4869,6.5196,-1.7218,164.3699,0.84,352.95,51.039493,13.793052,142.21,2.45,1.33,2.05,4.37,3,8,8,34.97
270614,113602200,1403868962398.54,-0.2353,-1.1178,-9.9629,-0.2086,-0.6956,0.3478,6.5955,-1.5815,164.4117,0.84,352.95,51.039493,13.793052,142.21,2.45,1.33,2.05,4.37,3,8,8,34.97
270614,113602200,1403868962418.7988,-0.2941,-1.108,-9.9237,-0.1391,-0.4173,0.4869,6.5158,-1.8375,164.4557,0.84,352.95,51.039493,13.793052,142.21,2.45,1.33,2.05,4.37,3,8,8,34.97
270614,113602300,1403868962441.087,-0.3039,-1.108,-9.8844,-0.2782,-0.4173,0.4869,6.4856,-1.7379,164.5043,0.84,352.96,51.039493,13.793052,142.21,2.45,1.33,2.05,4.37,3,8,8,34.97
270614,113602300,1403868962458.355,-0.2843,-1.1473,-9.9531,0.0695,-0.5565,0.4173,6.6335,-1.7298,164.6258,0.84,352.96,51.039493,13.793052,142.21,2.45,1.33,2.05,4.37,3,8,8,34.97
270614,113602300,1403868962478.468,-0.2843,-1.1963,-9.8844,-0.1391,-0.4869,0.3478,6.6301,-1.8517,164.7391,0.84,352.96,51.039493,13.793052,142.21,2.45,1.33,2.05,4.37,3,8,8,34.97
270614,113602300,1403868962498.98,-0.2157,-1.0884,-9.9335,-0.2086,-0.626,0.4173,6.6397,-1.7427,164.8084,0.84,352.96,51.039493,13.793052,142.21,2.45,1.33,2.05,4.37,3,8,8,34.97
270614,113602300,1403868962518.411,-0.2059,-1.1276,-9.8844,-0.2086,-0.4869,0.3478,6.7541,-1.7793,164.8951,0.84,352.96,51.039493,13.793052,142.21,2.45,1.33,2.05,4.37,3,8,8,34.97
270614,113602400,1403868962547.06,-0.3432,-1.1767,-9.8354,-0.2782,-0.626,0.1391,6.6286,-1.7311,164.9111,0.84,352.97,51.039493,13.793052,142.21,2.45,1.33,2.05,4.37,3,8,8,34.97
270614,113602400,1403868962559.06,-0.2941,-1.1767,-9.9825,-0.1391,-0.4173,0.2782,6.7229,-1.6244,164.9446,0.84,352.97,51.039494,13.793052,142.21,2.45,1.33,2.05,4.37,3,8,8,34.97
270614,113602400,1403868962584.614,-0.2353,-1.1473,-10.0119,-0.2782,-0.626,0.2086,6.591,-1.6304,164.9902,0.84,352.97,51.039494,13.793052,142.21,2.45,1.33,2.05,4.37,3,8,8,34.97
270614,113602400,1403868962598.875,-0.3235,-1.1473,-9.9335,-0.2086,-0.626,0.3478,6.507,-1.63,164.8784,0.84,352.97,51.039494,13.793052,142.21,2.45,1.33,2.05,4.37,3,8,8,34.97
270614,113602400,1403868962618.9932,-0.2745,-1.0688,-9.8844,-0.2086,-0.4869,0.3478,6.3002,-1.7078,164.7949,0.84,352.97,51.039494,13.793052,142.21,2.45,1.33,2.05,4.37,3,8,8,34.97
270614,113602500,1403868962639.088,-0.2157,-1.1178,-9.8943,-0.2086,-0.5565,0.3478,6.3158,-1.6999,164.7403,0.84,352.98,51.039494,13.793052,142.21,2.45,1.33,2.05,4.37,3,8,8,34.97
270614,113602500,1403868962658.676,-0.3039,-1.0982,-9.855,-0.2782,-0.5565,0.2086,6.5873,-1.6158,164.7928,0.84,352.98,51.039494,13.793052,142.21,2.45,1.33,2.05,4.38,3,8,8,34.97
270614,113602500,1403868962678.726,-0.2745,-1.0786,-9.9237,0.0,-0.4869,0.2782,6.5705,-1.5937,164.8592,0.84,352.98,51.039494,13.793052,142.21,2.45,1.33,2.05,4.38,3,8,8,34.97
270614,113602500,1403868962699.707,-0.3137,-1.0786,-9.8844,-0.1391,-0.4173,0.5565,6.5302,-1.6942,164.9536,0.84,352.98,51.039494,13.793052,142.21,2.45,1.33,2.05,4.38,3,8,8,34.97
270614,113602500,1403868962718.335,-0.353,-1.1178,-9.9139,-0.1391,-0.4173,0.2782,6.5382,-1.8354,165.006,0.84,352.98,51.039494,13.793052,142.21,2.45,1.33,2.05,4.38,3,8,8,34.97
270614,113602600,1403868962740.0142,-0.2941,-1.1178,-9.806,-0.1391,-0.4869,0.5565,6.166,-1.4351,164.7174,0.84,353.0,51.039494,13.793052,142.21,2.45,1.33,2.05,4.38,3,8,8,34.97
270614,113602600,1403868962759.164,-0.3432,-1.1473,-9.8746,-0.1391,-0.5565,0.4173,6.2122,-1.544,164.5379,0.84,353.0,51.039494,13.793052,142.21,2.45,1.33,2.05,4.38,3,8,8,34.97
270614,113602600,1403868962778.188,-0.3628,-1.108,-9.9923,-0.0695,-0.4869,0.4869,6.1467,-1.5848,164.3651,0.84,353.0,51.039494,13.793052,142.21,2.45,1.33,2.05,4.38,3,8,8,34.97
270614,113602600,1403868962798.545,-0.3137,-1.1473,-9.8256,-0.1391,-0.5565,0.4173,6.5776,-1.807,164.3916,0.84,353.0,51.039494,13.793052,142.21,2.45,1.33,2.05,4.38,3,8,8,34.97
270614,113602600,1403868962818.981,-0.3039,-1.2649,-9.9727,-0.1391,-0.4173,0.4869,6.5651,-1.6648,164.4365,0.84,353.0,51.039494,13.793052,142.21,2.45,1.33,2.05,4.38,3,8,8,34.97
